S.No.,EmployeeID,Managerial Status,Team Size,Work Schedule Flexibility,Project Type,Tenure,Work Hours Per Week,Commute Distance,Churn
1348,5469-NUJUR,Manager,Large,Fixed,Development,25,28.9975,1.747,No
1349,1184-PJVDB,Manager,Small,Fixed,Maintenance,16,31.9975,2.7144,Yes
1350,2625-TRCZQ,Non-Manager,Small,Fixed,Maintenance,57,30.4825,6.1067,No
1351,4102-HLENU,Manager,Large,Flexible,Development,73,31.2825,9.6457,No
1352,7266-GSSJX,Manager,Small,Fixed,Maintenance,17,29.0225,1.5016,No
1353,7722-VJRQD,Non-Manager,Large,Flexible,Research,78,31.0475,10.0981,No
1354,7073-QETQY,Manager,Medium,Fixed,Maintenance,72,29.0175,3.719,No
1355,9415-DPEWS,Manager,Small,Fixed,Maintenance,24,32.4175,4.2786,Yes
1356,5624-RYAMH,Manager,Small,Fixed,Maintenance,15,28.975,1.3577,No
1357,0196-JTUQI,Manager,Small,Fixed,Support,15,31.76,2.2677,No
1358,7130-YXBRO,Manager,Small,Fixed,Research,54,33.5725,11.6302,No
1359,9272-LSVYH,Manager,Small,Flexible,Development,16,31.5075,2.471,No
1360,7943-RQCHR,Manager,Small,Fixed,Maintenance,15,32.7375,2.7798,Yes
1361,3793-MMFUH,Manager,Small,Fixed,Maintenance,19,32.7525,3.58,Yes
1362,3249-ZPQRG,Manager,Small,Flexible,Maintenance,10,31.9225,1.6601,Yes
1363,2568-BRGYX,Manager,Small,Fixed,Maintenance,10,31.51,1.4759,Yes
1364,3084-DOWLE,Manager,Large,Flexible,Research,78,32.6,13.9488,No
1365,1084-MNSMJ,Manager,Large,Flexible,Support,57,32.275,9.8439,No
1366,7721-JXEAW,Non-Manager,Small,Fixed,Research,65,30.0525,5.9054,Yes
1367,7249-WBIYX,Manager,Small,Fixed,Maintenance,16,32.28,2.6277,Yes
1368,4238-HFHSN,Manager,Small,Fixed,Maintenance,67,32.1075,10.8097,No
1369,6250-CGGUN,Manager,Medium,Flexible,Maintenance,60,32.22,9.9681,No
1370,5478-JJVZK,Manager,Small,Fixed,Development,39,31.045,5.0677,No
1371,7596-IIWYC,Manager,Large,Fixed,Research,33,29.0125,2.0764,No
1372,6567-HOOPW,Manager,Small,Fixed,Maintenance,7,31.96,1.1584,Yes
1373,9793-WECQC,Manager,Small,Flexible,Development,29,32.765,5.3858,No
1374,4291-HPAXL,Manager,Small,Flexible,Development,7,28.9925,1.0397,No
1375,8999-YPYBV,Manager,Large,Fixed,Development,51,32.2175,8.7161,No
1376,1839-FBNFR,Manager,Large,Fixed,Research,45,28.9925,2.7096,No
1377,3164-AALRN,Manager,Medium,Fixed,Development,11,31.5,1.6948,Yes
1378,3071-MVJCD,Manager,Large,Flexible,Research,78,32.115,12.6303,No
1379,1697-BCSHV,Manager,Small,Fixed,Research,64,31.34,8.9408,No
1380,0562-KBDVM,Non-Manager,Large,Fixed,Research,76,30.23,7.1163,No
1381,1131-SUEKT,Manager,Medium,Fixed,Research,67,32.9225,13.2904,No
1382,3717-OEAUQ,Manager,Small,Flexible,Development,8,31.535,1.2584,No
1383,4538-WNTMJ,Manager,Medium,Flexible,Development,52,29.2475,3.3318,No
1384,3334-CTHOL,Manager,Small,Fixed,Research,7,30.4975,1.0999,Yes
1385,4704-ERYFC,Manager,Small,Fixed,Maintenance,28,31.4625,4.108,Yes
1386,9432-RUVSL,Manager,Large,Fixed,Support,54,33.125,10.8085,No
1387,8060-HIWJJ,Manager,Large,Flexible,Support,70,32.3275,12.2651,No
1388,7684-XSZIY,Manager,Large,Flexible,Research,78,29.215,4.2865,No
1389,9089-UOWJG,Manager,Small,Fixed,Support,18,30.9175,2.4811,No
1390,8621-MNIHH,Manager,Small,Fixed,Maintenance,40,32.7125,7.4351,Yes
1391,8039-ACLPL,Manager,Large,Flexible,Support,78,31.4375,10.7764,No
1392,9885-AIBVB,Manager,Small,Fixed,Maintenance,35,32.29,5.8805,No
1393,1934-MKPXS,Manager,Medium,Flexible,Support,39,29.005,2.2411,No
1394,2592-YKDIF,Manager,Small,Flexible,Development,7,29.0175,1.0407,No
1395,2272-JKMSI,Manager,Medium,Fixed,Maintenance,68,33.54,14.6819,No
1396,0471-LVHGK,Manager,Medium,Fixed,Maintenance,47,31.65,7.0024,Yes
1397,9518-RWHZL,Manager,Medium,Fixed,Support,70,33.0025,13.5084,Yes
1398,8714-CTZJW,Manager,Small,Fixed,Support,10,32.1425,1.6392,No
1399,3569-EDBPQ,Manager,Small,Fixed,Maintenance,30,32.2175,4.8761,No
1400,3131-NWVFJ,Manager,Medium,Flexible,Development,20,28.9775,1.589,No
1401,7521-YXVZY,Manager,Small,Flexible,Development,9,28.9975,1.1166,No
1402,5419-CONWX,Manager,Small,Fixed,Support,10,32.99,1.8857,Yes
1403,6240-EURKS,Non-Manager,Small,Fixed,Maintenance,24,29.75,2.106,Yes
1404,2373-NTKOD,Manager,Small,Fixed,Maintenance,14,31.3125,2.0929,No
1405,1970-KKFWL,Manager,Large,Flexible,Research,41,29.165,2.5942,No
1406,6960-HVYXR,Manager,Small,Flexible,Maintenance,7,31.8,1.152,Yes
1407,9337-SRRNI,Manager,Large,Fixed,Support,72,29.265,4.3476,No
1408,0895-UADGO,Non-Manager,Large,Fixed,Development,14,30.2275,1.6869,No
1409,5678-VFNEQ,Manager,Medium,Fixed,Support,77,33.205,15.8245,No
1410,5977-CKHON,Manager,Small,Fixed,Research,49,32.6275,9.078,No
1411,7024-OHCCK,Manager,Small,Fixed,Maintenance,8,32.6925,1.3417,Yes
1412,2692-BUCFV,Manager,Small,Fixed,Research,35,33.0725,6.8972,No
1413,7861-UVUFT,Manager,Small,Fixed,Maintenance,21,32.215,3.6168,Yes
1414,1830-GGFNM,Manager,Large,Flexible,Support,71,32.7275,13.1575,No
1415,5302-BDJNT,Manager,Small,Flexible,Maintenance,41,32.775,7.8364,No
1416,5223-UZAVK,Manager,Medium,Fixed,Support,70,33.015,14.2076,No
1417,4859-ZSRDZ,Non-Manager,Large,Fixed,Support,64,30.775,7.3338,No
1418,5651-WYIPH,Manager,Small,Fixed,Support,24,30.4925,2.7315,No
1419,9350-VLHMB,Manager,Small,Fixed,Research,73,32.4775,13.7462,No
1420,3498-LZGQZ,Manager,Large,Fixed,Development,69,28.9575,3.3541,No
1421,8785-CJSHH,Manager,Small,Fixed,Maintenance,66,32.99,12.9715,No
1422,5357-TZHPP,Manager,Small,Fixed,Support,15,32.22,2.465,Yes
1423,3870-SPZSI,Manager,Large,Fixed,Support,76,33.6525,16.7381,No
1424,0680-DFNNY,Manager,Small,Fixed,Maintenance,21,33.055,4.0081,Yes
1425,7560-QRBXH,Manager,Medium,Flexible,Development,54,28.9975,2.8734,No
1426,7077-XJMET,Manager,Small,Fixed,Maintenance,18,31.7075,2.4828,No
1427,8752-GHJFU,Manager,Medium,Fixed,Maintenance,77,32.6,14.1704,No
1428,6896-SRVYQ,Manager,Small,Flexible,Maintenance,50,31.6925,7.2448,No
1429,7767-UXAGJ,Manager,Small,Fixed,Maintenance,7,30.5225,1.1009,Yes
1430,4652-ODEVH,Manager,Large,Flexible,Development,51,29.2225,3.1765,No
1431,6510-UPNKS,Manager,Medium,Flexible,Support,29,29.24,2.2307,No
1432,6718-BDGHG,Manager,Medium,Fixed,Research,49,31.2425,6.8164,No
1433,9046-DQMTP,Manager,Small,Flexible,Research,41,29.0375,2.4798,No
1434,6439-LAJXL,Manager,Small,Fixed,Development,15,31.4475,2.1877,No
1435,1571-SAVHK,Manager,Small,Fixed,Development,18,32.9975,3.2655,Yes
1436,9052-VKDUW,Manager,Small,Fixed,Support,71,33.47,15.4549,No
1437,9546-CQJSU,Manager,Small,Fixed,Maintenance,8,32.57,1.3872,Yes
1438,1666-JZPZT,Manager,Small,Flexible,Development,33,30.45,3.5827,No
1439,5777-KJIRB,Manager,Medium,Fixed,Development,46,30.5125,5.0471,No
1440,0506-LVNGN,Manager,Small,Fixed,Support,11,31.7775,1.6993,Yes
1441,7677-SJJJK,Manager,Medium,Flexible,Support,14,28.995,1.3079,No
1442,2480-EJWYP,Manager,Medium,Fixed,Research,64,32.89,11.9176,No
1443,3253-HKOKL,Manager,Medium,Flexible,Maintenance,58,33.015,11.4889,No
1444,7055-HNEOJ,Manager,Small,Fixed,Development,9,30.79,1.3091,No
1445,5514-YQENT,Manager,Large,Fixed,Maintenance,47,33.5575,10.0143,No
1446,3211-AAPKX,Manager,Small,Fixed,Development,26,32.9275,5.0639,No
1447,8445-DNBAE,Manager,Small,Fixed,Maintenance,7,30.5025,1.1001,No
1448,2951-QOQTK,Manager,Small,Flexible,Support,10,32.04,1.6649,Yes
1449,2958-NHPPS,Manager,Small,Flexible,Maintenance,29,29.0425,1.9478,No
1450,6806-YDEUL,Manager,Small,Flexible,Research,12,28.975,1.2136,No
1451,1735-XMJVH,Manager,Small,Fixed,Development,14,28.9675,1.3052,No
1452,6890-PFRQX,Manager,Small,Flexible,Development,24,31.475,3.3988,No
1453,0222-CNVPT,Non-Manager,Small,Fixed,Support,58,30.44,6.1101,No
1454,5899-OUVKV,Manager,Small,Fixed,Maintenance,37,32.725,6.9584,No
1455,8681-ICONS,Manager,Small,Fixed,Development,35,29.0325,2.3097,No
1456,1621-YNCJH,Manager,Large,Fixed,Support,42,33.3025,8.6688,No
1457,3473-XIIIT,Manager,Small,Fixed,Maintenance,22,33,4.0695,Yes
1458,6362-QHAFM,Manager,Medium,Fixed,Maintenance,48,33.415,10.1723,No
1459,7893-IXHRQ,Manager,Small,Flexible,Maintenance,7,29.0275,1.0411,Yes
1460,3070-BDOQC,Manager,Large,Fixed,Maintenance,66,32.9825,12.8821,No
1461,2952-QAYZF,Manager,Small,Fixed,Maintenance,11,32.265,1.8483,Yes
1462,6234-PFPXL,Manager,Small,Flexible,Support,28,32.795,5.4699,No
1463,9824-QCJPK,Manager,Medium,Flexible,Development,42,29,2.3335,No
1464,4763-PGDPO,Manager,Small,Flexible,Maintenance,10,31.52,1.562,Yes
1465,4283-IVYCI,Manager,Small,Flexible,Development,15,31.2475,2.0956,No
1466,1866-OBPNR,Manager,Small,Flexible,Support,7,31.73,1.1492,No
1467,8205-MQUGY,Manager,Small,Fixed,Maintenance,18,30.46,2.1423,No
1468,8970-ANWXO,Manager,Medium,Fixed,Development,29,31.6875,4.5132,No
1469,9480-BQJEI,Manager,Medium,Fixed,Research,68,32.615,12.4629,No
1470,5394-SVGJV,Manager,Small,Flexible,Research,43,32.94,7.9511,Yes
1471,6979-TNDEU,Manager,Small,Flexible,Development,14,28.96,1.3137,No
1472,9777-WJJPR,Manager,Small,Flexible,Support,37,32.4325,6.3664,No
1473,9283-LZQOH,Manager,Small,Fixed,Support,19,31.72,2.7935,Yes
1474,7079-QRCBC,Manager,Small,Fixed,Maintenance,30,32.9375,5.8146,Yes
1475,9495-SKLKD,Manager,Small,Fixed,Research,51,32.7975,9.9133,No
1476,6048-UWKAL,Manager,Large,Flexible,Support,75,33.27,14.9979,No
1477,5067-DGXLL,Manager,Small,Flexible,Development,8,29.0125,1.0736,No
1478,5469-CTCWN,Manager,Medium,Fixed,Maintenance,67,33.3,14.0954,Yes
1479,9851-QXEEQ,Manager,Small,Fixed,Maintenance,47,33.235,9.6928,Yes
1480,6281-FKEWS,Non-Manager,Medium,Fixed,Maintenance,50,30.4525,5.53,No
1481,8898-KASCD,Non-Manager,Medium,Flexible,Development,45,29.7775,3.6183,No
1482,9242-TKFSV,Non-Manager,Large,Fixed,Support,78,31.255,10.5086,No
1483,9290-SHCMB,Manager,Small,Fixed,Maintenance,19,32.8425,3.4711,No
1484,0743-HNPFG,Manager,Medium,Fixed,Support,57,31.4875,8.125,No
1485,2277-BKJKN,Manager,Large,Fixed,Maintenance,77,32.96,15.4275,No
1486,9809-IMGCQ,Manager,Small,Fixed,Maintenance,28,32.835,5.1659,Yes
1487,5208-HFSBT,Manager,Small,Fixed,Support,8,30.7525,1.2055,Yes
1488,5035-PGZXH,Manager,Medium,Fixed,Maintenance,62,33.34,12.8288,No
1489,8695-WDYEA,Manager,Small,Flexible,Development,7,30.5625,1.1025,No
1490,6543-JXSOO,Manager,Medium,Fixed,Development,29,30.8875,3.5657,No
1491,8016-ZMGMO,Manager,Medium,Fixed,Research,72,31.5425,10.4777,No
1492,8605-ITULD,Manager,Small,Flexible,Development,7,28.9775,1.0391,No
1493,3254-YRILK,Manager,Small,Fixed,Maintenance,25,32.41,4.5516,Yes
1494,6416-YJTTB,Manager,Small,Fixed,Research,17,31.975,2.5913,No
1495,2667-WYLWJ,Manager,Medium,Fixed,Development,14,28.9875,1.29,Yes
1496,4472-VESGY,Manager,Small,Flexible,Research,58,32.9075,10.9868,No
1497,3195-TQDZX,Manager,Small,Fixed,Maintenance,9,29.0125,1.1229,No
1498,3128-YOVTD,Manager,Small,Fixed,Research,57,31.9575,9.0371,No
1499,0529-ONKER,Manager,Small,Flexible,Maintenance,21,31.7825,3.2933,Yes
1500,1728-CXQBE,Manager,Small,Fixed,Maintenance,70,32.7125,13.1628,No
1501,7041-TXQJH,Non-Manager,Small,Fixed,Support,43,30.01,3.9577,No
1502,5014-GSOUQ,Manager,Large,Flexible,Development,19,28.9975,1.4873,No
1503,5724-BIDBU,Manager,Medium,Fixed,Maintenance,55,30.7675,6.2679,No
1504,0481-SUMCB,Manager,Medium,Fixed,Research,51,33.1075,10.4707,No
1505,1769-GRUIK,Manager,Small,Fixed,Maintenance,24,31.555,3.4955,No
1506,5240-IJOQT,Manager,Small,Fixed,Maintenance,7,31.735,1.1494,Yes
1507,8819-WFGGJ,Non-Manager,Large,Fixed,Research,74,30.705,8.589,No
1508,7427-AUFPY,Manager,Large,Flexible,Support,60,28.9825,3.0174,No
1509,2811-POVEX,Manager,Small,Fixed,Research,29,32.4225,5.2611,No
1510,1092-GANHU,Manager,Small,Fixed,Maintenance,23,31.8325,3.6271,Yes
1511,7898-PDWQE,Manager,Large,Flexible,Support,77,32.02,12.4543,No
1512,9972-EWRJS,Manager,Large,Fixed,Research,73,28.9625,3.7458,No
1513,9314-IJWSQ,Manager,Small,Fixed,Maintenance,20,32.24,3.4078,No
1514,0661-XEYAN,Non-Manager,Small,Fixed,Development,7,29.29,1.0516,Yes
1515,5799-JRCZO,Manager,Large,Flexible,Support,69,28.975,3.4302,No
1516,1921-KYSAY,Manager,Medium,Fixed,Maintenance,47,31.43,6.7541,No
1517,6198-RTPMF,Manager,Small,Flexible,Maintenance,23,32.63,4.1594,No
1518,2924-KHUVI,Manager,Medium,Fixed,Maintenance,62,33.0275,12.0299,No
1519,1925-GMVBW,Manager,Small,Flexible,Support,11,29.0275,1.1922,No
1520,7881-EVUAD,Non-Manager,Small,Fixed,Maintenance,8,30.13,1.1448,Yes
1521,6184-DYUOB,Manager,Small,Fixed,Development,9,28.98,1.1105,No
1522,9207-ZPANB,Manager,Medium,Flexible,Maintenance,43,31.3725,5.8866,No
1523,5766-XQXMQ,Manager,Small,Fixed,Research,35,31.4425,4.941,Yes
1524,9327-QSDED,Manager,Small,Flexible,Development,14,30.1775,1.6708,No
1525,1656-DRSMG,Manager,Small,Fixed,Support,69,33.4925,15.0059,No
1526,3012-VFFMN,Manager,Small,Flexible,Development,13,29.0325,1.3179,No
1527,2984-AFWNC,Manager,Small,Flexible,Maintenance,9,32.77,1.5863,No
1528,0640-YJTPY,Manager,Large,Flexible,Research,78,29.05,3.9875,No
1529,8096-LOIST,Manager,Small,Fixed,Maintenance,25,30.81,3.1868,No
1530,9764-REAFF,Manager,Large,Flexible,Research,65,28.92,3.1157,No
1531,3703-VAVCL,Manager,Small,Flexible,Support,8,32.5,1.3801,Yes
1532,7107-UBYKY,Manager,Small,Fixed,Maintenance,41,29.2875,2.7651,No
1533,4881-GQJTW,Manager,Small,Flexible,Support,20,28.98,1.6008,No
1534,8519-QJGJD,Manager,Small,Flexible,Maintenance,20,31.7675,3.0519,Yes
1535,7876-DNYAP,Manager,Large,Flexible,Support,75,28.99,3.8739,No
1536,7905-NJMXS,Manager,Small,Flexible,Maintenance,13,31.21,1.95,No
1537,2882-WDTBA,Manager,Large,Fixed,Research,75,31.7875,11.7763,No
1538,2091-GPPIQ,Manager,Large,Fixed,Maintenance,78,31.9475,12.4603,No
1539,6326-MTTXK,Manager,Small,Flexible,Maintenance,14,33.0425,2.6391,Yes
1540,5071-FBJFS,Manager,Small,Flexible,Maintenance,10,30.515,1.4342,No
1541,2796-UUZZO,Manager,Small,Fixed,Support,69,32.015,10.7927,No
1542,2429-AYKKO,Manager,Large,Flexible,Research,78,28.9925,3.8682,No
1543,9798-OPFEM,Manager,Large,Fixed,Maintenance,52,29.055,2.8742,No
1544,0330-IVZHA,Manager,Small,Flexible,Maintenance,11,31.4975,1.6603,Yes
1545,3794-NFNCH,Manager,Small,Fixed,Development,36,30.5,3.9498,No
1546,5193-QLVZB,Manager,Large,Fixed,Research,69,33.2375,14.073,No
1547,7114-AEOZE,Manager,Large,Flexible,Research,66,28.9925,3.2562,No
1548,2886-KEFUM,Manager,Medium,Fixed,Maintenance,69,33.375,14.7475,Yes
1549,5522-NYKPB,Manager,Small,Flexible,Maintenance,31,32.295,5.3981,No
1550,4237-RLAQD,Manager,Small,Fixed,Development,7,30.2925,1.0917,Yes
1551,9957-YODKZ,Manager,Small,Fixed,Maintenance,12,32.04,1.9142,No
1552,6518-KZXCB,Manager,Large,Flexible,Development,28,29.2625,2.133,No
1553,2245-ADZFJ,Manager,Large,Flexible,Research,37,32.0275,5.9432,No
1554,7776-QGYJC,Manager,Small,Fixed,Research,45,32.075,7.2146,No
1555,9313-QOLTZ,Manager,Small,Flexible,Development,32,29.045,2.0366,No
1556,9651-GTSAQ,Manager,Medium,Fixed,Research,59,33.305,12.5395,Yes
1557,3186-BAXNB,Manager,Small,Flexible,Maintenance,7,32.585,1.1834,Yes
1558,4672-FOTSD,Manager,Small,Fixed,Maintenance,18,31.3625,2.6646,No
1559,0637-YLETY,Manager,Small,Fixed,Support,22,32.78,4.1113,Yes
1560,9818-XQCUV,Manager,Small,Flexible,Development,8,29.0175,1.0906,No
1561,7338-ERIVA,Non-Manager,Medium,Flexible,Research,45,30.2525,4.5812,No
1562,1157-BQCUW,Manager,Small,Fixed,Maintenance,7,31.7475,1.1499,Yes
1563,8259-NFJTV,Non-Manager,Small,Flexible,Development,13,29.7325,1.4932,No
1564,3223-DWFIO,Manager,Small,Flexible,Maintenance,10,31.4675,1.5233,No
1565,2660-EMUBI,Manager,Small,Fixed,Maintenance,16,32.7675,2.7967,Yes
1566,6968-GMKPR,Manager,Small,Fixed,Maintenance,61,32.0775,10.019,No
1567,4751-ERMAN,Manager,Large,Fixed,Research,78,31.77,11.9605,No
1568,1436-ZMJAN,Manager,Small,Fixed,Support,16,31.39,2.3063,No
1569,3292-PBZEJ,Manager,Small,Fixed,Maintenance,17,33.57,3.3661,No
1570,0799-DDIHE,Manager,Small,Flexible,Maintenance,21,30.315,2.2789,No
1571,3070-FNFZQ,Manager,Large,Flexible,Research,29,29.02,1.9575,No
1572,2812-SFXMJ,Manager,Small,Flexible,Development,7,29.0025,1.0401,No
1573,7675-OZCZG,Manager,Small,Flexible,Maintenance,9,30.25,1.2542,Yes
1574,5014-WUQMG,Manager,Medium,Fixed,Maintenance,53,32.805,9.7829,No
1575,5312-TSZVC,Manager,Medium,Flexible,Development,21,28.9825,1.5412,No
1576,2003-CKLOR,Manager,Small,Flexible,Maintenance,72,32.975,14.421,Yes
1577,0993-OSGPT,Manager,Medium,Fixed,Research,74,31.0325,8.9518,No
1578,9254-RBFON,Manager,Medium,Flexible,Research,23,32.93,4.4099,Yes
1579,1205-WNWPJ,Manager,Small,Fixed,Development,13,30.975,1.8319,Yes
1580,9391-EOYLI,Manager,Small,Fixed,Maintenance,18,32.0225,2.9004,Yes
1581,7108-DGVUU,Manager,Medium,Flexible,Research,27,31.585,3.9941,No
1582,2782-JEEBU,Non-Manager,Small,Fixed,Development,27,29.8,2.5603,No
1583,5127-BZENZ,Manager,Medium,Flexible,Research,62,31.26,8.0243,No
1584,2720-FVBQP,Manager,Small,Fixed,Support,12,30.4475,1.5465,No
1585,9906-NHHVC,Non-Manager,Large,Fixed,Research,71,30.675,8.0358,No
1586,4522-XRWWI,Manager,Medium,Flexible,Support,48,32.0225,7.7518,No
1587,3766-EJLFL,Manager,Large,Fixed,Research,74,33.4525,16.0171,No
1588,5939-SXWHM,Manager,Large,Flexible,Research,54,29.315,3.4901,No
1589,8152-UOBNY,Manager,Medium,Fixed,Maintenance,56,33.34,11.6959,No
1590,7351-KYHQH,Manager,Small,Fixed,Maintenance,13,31.2475,1.9873,No
1591,7643-RCHXS,Manager,Large,Flexible,Maintenance,69,28.9675,3.5277,No
1592,8246-SHFGA,Manager,Small,Flexible,Support,23,29.055,1.7711,No
1593,8387-MOJJT,Manager,Small,Fixed,Support,48,31.8975,7.768,Yes
1594,0620-XEFWH,Manager,Small,Flexible,Development,10,28.9425,1.1684,No
1595,6485-QXWWE,Manager,Large,Flexible,Research,68,29.3,4.2774,No
1596,2761-OCIAX,Manager,Small,Fixed,Maintenance,8,31.735,1.3308,Yes
1597,7321-VGNKU,Manager,Small,Fixed,Maintenance,8,31.5175,1.2405,No
1598,5327-CNLUQ,Manager,Large,Fixed,Research,54,32.845,9.9469,No
1599,7552-KEYGT,Manager,Large,Flexible,Research,33,28.9775,2.0411,No
1600,5816-JMLGY,Manager,Large,Fixed,Research,76,32.02,12.4357,No
1601,3068-OMWZA,Manager,Small,Fixed,Maintenance,7,32.44,1.1776,Yes
1602,2927-QRRQV,Manager,Medium,Fixed,Maintenance,52,32.7325,9.625,No
1603,6032-KRXXO,Manager,Small,Fixed,Maintenance,36,32.5125,6.5107,Yes
1604,7459-RRWQZ,Manager,Small,Fixed,Research,21,31.2325,2.9891,Yes
1605,6265-SXWBU,Manager,Medium,Flexible,Support,75,32.7875,14.0225,No
1606,7941-RCJOW,Manager,Large,Fixed,Support,71,28.9775,3.4373,No
1607,6374-NTQLP,Manager,Large,Fixed,Support,78,33.205,15.8954,No
1608,4154-AQUGT,Manager,Small,Fixed,Research,19,32.4525,3.3387,Yes
1609,2387-KDZQY,Manager,Medium,Fixed,Development,23,29.005,1.559,No
1610,3584-WKTTW,Manager,Medium,Fixed,Maintenance,57,33.5775,12.4407,No
1611,3399-BMLVW,Manager,Large,Flexible,Support,57,31.025,7.2429,No
1612,1971-DTCZB,Manager,Large,Fixed,Research,78,32.5475,13.9372,No
1613,3092-IGHWF,Manager,Medium,Flexible,Maintenance,73,32.37,12.8376,Yes
1614,3374-PZLXD,Manager,Small,Flexible,Development,40,28.985,2.3512,No
1615,3813-DHBBB,Non-Manager,Large,Fixed,Research,73,30.5475,8.0434,No
1616,2812-REYAT,Manager,Medium,Fixed,Research,55,29.0025,2.8462,No
1617,6518-PPLMZ,Manager,Large,Fixed,Development,59,28.97,3.2207,No
1618,4939-KYYPY,Manager,Small,Flexible,Maintenance,33,30.9725,4.2233,No
1619,8017-LXHFA,Manager,Small,Fixed,Maintenance,29,32.7375,5.5872,Yes
1620,5930-GBIWP,Manager,Large,Fixed,Support,75,32.075,12.1065,No
1621,6022-KOUQO,Non-Manager,Small,Flexible,Research,8,29.4525,1.0895,No
1622,6352-TWCAU,Manager,Small,Fixed,Maintenance,41,32.3225,7.0582,Yes
1623,2361-UPSND,Manager,Medium,Flexible,Development,52,31.53,7.4621,No
1624,6035-RIIOM,Manager,Large,Fixed,Research,60,32.86,11.2589,No
1625,2929-QNSRW,Manager,Medium,Fixed,Maintenance,62,32.9125,12.0167,Yes
1626,1262-OPMFY,Manager,Small,Fixed,Research,15,31.7875,2.3118,Yes
1627,9504-DSHWM,Manager,Small,Flexible,Research,26,30.96,3.3824,No
1628,5035-BVCXS,Manager,Small,Fixed,Development,17,31.795,2.7328,No
1629,6267-DCFFZ,Manager,Small,Fixed,Maintenance,36,32.5025,6.2544,No
1630,3533-UVMOM,Manager,Large,Flexible,Research,74,31.5475,10.4829,No
1631,2439-LYPMQ,Manager,Small,Fixed,Maintenance,44,33.13,9.0184,No
1632,4248-QPAVC,Manager,Small,Fixed,Research,23,32.2675,3.9269,Yes
1633,1899-VXWXM,Manager,Medium,Fixed,Support,54,33.305,11.1656,Yes
1634,1478-VPOAD,Manager,Small,Flexible,Maintenance,7,30.19,1.0876,No
1635,9995-HOTOH,Non-Manager,Large,Flexible,Maintenance,69,30.95,8.4152,No
1636,2988-PLAHS,Manager,Medium,Fixed,Maintenance,9,31.4975,1.4409,No
1637,1371-OJCEK,Manager,Medium,Flexible,Research,54,29.2175,3.2674,No
1638,4999-IEZLT,Non-Manager,Medium,Flexible,Support,72,29.4725,4.9663,No
1639,8883-ANODQ,Manager,Large,Fixed,Support,74,32.22,12.4935,No
1640,4690-LLKUA,Manager,Small,Fixed,Maintenance,23,30.2525,2.5412,Yes
1641,2351-RRBUE,Manager,Medium,Flexible,Development,13,29.0325,1.2681,No
1642,5980-BDHPY,Manager,Large,Fixed,Research,78,32.355,13.4602,No
1643,1498-DQNRX,Manager,Small,Flexible,Development,35,28.9925,2.1461,No
1644,9469-WEJBT,Manager,Small,Fixed,Maintenance,43,32.5175,7.8386,No
1645,3331-HQDTW,Manager,Small,Fixed,Development,40,33.49,8.1745,Yes
1646,9490-DFPMD,Manager,Small,Fixed,Maintenance,48,32.2325,8.0827,Yes
1647,2581-VKIRT,Manager,Medium,Flexible,Development,65,31.275,8.6026,No
1648,5442-XSDCW,Manager,Small,Fixed,Research,17,31.975,2.737,Yes
1649,7426-WEIJX,Manager,Small,Fixed,Maintenance,66,32.0475,10.7182,No
1650,2851-MMUTZ,Manager,Small,Fixed,Development,33,30.8075,3.8787,No
1651,3049-NDXFL,Manager,Small,Flexible,Development,7,32.29,1.1716,Yes
1652,8580-AECUZ,Manager,Small,Fixed,Maintenance,7,31.955,1.1582,Yes
1653,3307-TLCUD,Non-Manager,Small,Flexible,Development,23,29.72,2.1855,No
1654,6625-FLENO,Manager,Large,Flexible,Development,64,29.0375,3.3719,No
1655,2967-MXRAV,Manager,Medium,Flexible,Development,7,28.94,1.0376,No
1656,7963-GQRMY,Manager,Small,Flexible,Development,9,30.215,1.269,Yes
1657,8189-HBVRW,Manager,Small,Flexible,Maintenance,59,32.54,10.8424,No
1658,4163-KIUHY,Manager,Small,Fixed,Maintenance,41,29.28,2.8025,No
1659,1228-FZFRV,Manager,Small,Flexible,Support,56,33.2975,11.6836,Yes
1660,3500-NSDOA,Manager,Large,Flexible,Support,74,31.54,10.7199,No
1661,1171-TYKUR,Manager,Small,Flexible,Maintenance,53,29.27,3.2784,No
1662,3761-FLYZI,Manager,Small,Fixed,Research,71,33.44,15.1649,No
1663,2058-DCJBE,Manager,Small,Fixed,Maintenance,11,31.4875,1.6492,Yes
1664,5364-XYIRR,Manager,Small,Fixed,Maintenance,57,32.7325,10.6255,Yes
1665,4829-AUOAX,Manager,Small,Flexible,Research,52,32.8025,9.799,Yes
1666,1219-NNDDO,Manager,Small,Fixed,Maintenance,15,31.8425,2.3271,No
1667,8388-DMKAE,Manager,Large,Flexible,Development,14,29.0125,1.3493,No
1668,4403-BWPAY,Manager,Medium,Fixed,Support,20,29.24,1.6434,No
1669,9659-QEQSY,Manager,Small,Fixed,Maintenance,51,33.7825,11.251,No
1670,5405-ZMYXQ,Manager,Small,Fixed,Support,14,31.73,2.0978,No
1671,5047-LHVLY,Manager,Small,Fixed,Development,7,30.5075,1.1003,Yes
1672,1442-OKRJE,Manager,Medium,Fixed,Research,72,33.1575,15.0626,No
1673,4737-AQCPU,Manager,Large,Flexible,Support,78,31.605,11.0333,No
1674,9158-VCTQB,Manager,Small,Fixed,Research,47,33.68,10.1899,Yes
